search_query,google_rank,google_result_url,myshopify_domain,final_url,canonical_url,resolved_domain,store_name,email,email_source_url,phone,phone_source_url,contact_url,social_profiles,additional_information,shopify_confidence,relevance_score,lead_score,status,rejection_reason,error
site:myshopify.com/products oversized sweatshirt,4,https://saltrock-store.myshopify.com/products/midnight-sweat-top-dark-grey,saltrock-store.myshopify.com,https://www.saltrock.com/products/midnight-sweat-top-dark-grey,https://www.saltrock.com/products/midnight-sweat-top-dark-grey,saltrock.com,Saltrock,customerservice@saltrock.com,https://www.saltrock.com/pages/contact-us,11518832,https://www.saltrock.com/products/midnight-sweat-top-dark-grey,https://www.saltrock.com/pages/contact-us,"[""https://www.facebook.com/saltrocksoul/"",""https://www.instagram.com/saltrock"",""https://www.tiktok.com/@saltrock_clothing"",""https://www.youtube.com/@saltrock"",""https://www.facebook.com/sharer.php"",""https://twitter.com/share"",""https://pinterest.com/pin/create/button/""]",pages_examined=5,100,100,100,qualified,,
site:myshopify.com/products oversized sweatshirt,5,https://70decd-4.myshopify.com/products/trendy-checkered-oversized-baby-sweatshirt,70decd-4.myshopify.com,https://cottoncraft.shop/products/trendy-checkered-oversized-baby-sweatshirt,https://cottoncraft.shop/products/trendy-checkered-oversized-baby-sweatshirt,cottoncraft.shop,Trendy Checkered Oversized Baby Sweatshirt (0-6 Months),info@cottoncraft.shop,https://cottoncraft.shop/products/trendy-checkered-oversized-baby-sweatshirt,+13473937538,https://cottoncraft.shop/products/trendy-checkered-oversized-baby-sweatshirt,https://cottoncraft.shop/policies/contact-information,"[""https://www.facebook.com/profile.php"",""https://www.instagram.com/cottoncraft.shop/"",""https://www.pinterest.com/Cottoncraftbabygifts/""]",pages_examined=5,100,80,94,qualified,,
site:myshopify.com/products oversized sweatshirt,6,https://bronx-native-shop.myshopify.com/products/bad-bunny-bowl-snow-washed-oversized-sweatshirt,bronx-native-shop.myshopify.com,https://bronxnativeshop.com/products/bad-bunny-bowl-snow-washed-oversized-sweatshirt,https://bronxnativeshop.com/products/bad-bunny-bowl-snow-washed-oversized-sweatshirt,bronxnativeshop.com,Bronx Native Shop,info@bronxnativeshop.com,https://bronxnativeshop.com/products/bad-bunny-bowl-snow-washed-oversized-sweatshirt,6468832155,https://bronxnativeshop.com/products/bad-bunny-bowl-snow-washed-oversized-sweatshirt,https://bronxnativeshop.com/pages/contact-us,"[""https://www.instagram.com/thebronxnative/"",""https://www.facebook.com/thebronxnative/"",""https://www.youtube.com/channel/UC3RTnDSAPcPJiFqzymoh5wQ"",""https://x.com/thebxnative/status/1948188129753436560"",""https://www.tiktok.com/@thebronxnative""]",pages_examined=5,100,100,100,qualified,,
site:myshopify.com/products oversized sweatshirt,7,https://bareen-eu.myshopify.com/products/bojan-oversized-hoodie-men-pirate-black,bareen-eu.myshopify.com,https://checkout.bareen.com/products/bojan-oversized-hoodie-men-pirate-black,https://checkout.bareen.com/products/bojan-oversized-hoodie-men-pirate-black,checkout.bareen.com,"Bojan Oversized Hoodie, Men - Pirate Black",,,,,https://checkout.bareen.com/pages/contact-information,[],pages_examined=5,100,40,61,qualified,,
site:myshopify.com/products oversized sweatshirt,8,https://only-ind.myshopify.com/products/117061501-black-bean?vsFromReqId=019c708ac3054cec8675a1882b1693&vsFromPid=8955238645974&vsFromPos=3,only-ind.myshopify.com,https://www.only.in/products/117061501-black-bean?vsFromReqId=019c708ac3054cec8675a1882b1693&vsFromPid=8955238645974&vsFromPos=3,https://www.only.in/products/117061501-black-bean,only.in,ONLY,help@only.in,https://www.only.in/products/117061501-black-bean?vsFromReqId=019c708ac3054cec8675a1882b1693&vsFromPid=8955238645974&vsFromPos=3,18002660004,https://www.only.in/products/117061501-black-bean?vsFromReqId=019c708ac3054cec8675a1882b1693&vsFromPid=8955238645974&vsFromPos=3,https://www.only.in/pages/contact,"[""https://www.facebook.com/sharer.php"",""https://twitter.com/intent/tweet"",""https://pinterest.com/pin/create/button/"",""https://www.facebook.com/ONLYIndia"",""https://x.com/OnlyIndia"",""https://www.instagram.com/onlyindia/"",""https://www.youtube.com/@OnlyIndiaOfficial""]",pages_examined=5; duplicate_results=1,100,100,100,qualified,,
site:myshopify.com/products oversized sweatshirt,9,https://veromoda-india.myshopify.com/products/160003301-black?vsFromReqId=019e27e3ba80fd38b39ce8db10e4b2&vsFromPid=9965071827222&vsFromPos=6,veromoda-india.myshopify.com,https://www.veromoda.in/products/160003301-black?vsFromReqId=019e27e3ba80fd38b39ce8db10e4b2&vsFromPid=9965071827222&vsFromPos=6,https://www.veromoda.in/products/160003301-black,veromoda.in,VERO MODA,help@veromoda.in,https://www.veromoda.in/products/160003301-black?vsFromReqId=019e27e3ba80fd38b39ce8db10e4b2&vsFromPid=9965071827222&vsFromPos=6,18002660006,https://www.veromoda.in/products/160003301-black?vsFromReqId=019e27e3ba80fd38b39ce8db10e4b2&vsFromPid=9965071827222&vsFromPos=6,https://www.veromoda.in/pages/contact,"[""https://www.facebook.com/sharer.php"",""https://twitter.com/intent/tweet"",""https://pinterest.com/pin/create/button/"",""https://www.facebook.com/VeroModaIndia"",""https://twitter.com/veromodaindia"",""https://www.instagram.com/veromodaindia"",""https://www.youtube.com/user/VeroModaInd""]",pages_examined=5,100,100,100,qualified,,
site:myshopify.com/products running shorts,1,https://marley-lilly-prod.myshopify.com/products/monogrammed-kids-running-shorts,marley-lilly-prod.myshopify.com,https://marleylilly.com/products/monogrammed-kids-running-shorts,https://marleylilly.com/products/monogrammed-kids-running-shorts,marleylilly.com,Marleylilly,customerservice@marleylilly.com,https://marleylilly.com/pages/california-privacy-notice,27301724,https://marleylilly.com/products/monogrammed-kids-running-shorts,https://marleylilly.com/pages/contact,"[""https://www.instagram.com/marleylilly"",""https://www.facebook.com/marleylilly"",""https://www.tiktok.com/@marleylilly"",""https://x.com/marleylilly"",""https://in.pinterest.com/marleylilly/"",""https://www.youtube.com/c/marleylillymonogrammedgifts""]",pages_examined=5,100,100,100,qualified,,
site:myshopify.com/products running shorts,2,https://aimn-eu.myshopify.com/products/peach-running-shorts,aimn-eu.myshopify.com,https://www.aimn.eu/products/peach-running-shorts,https://www.aimn.eu/products/peach-running-shorts,aimn.eu,Peach Running Shorts,hello@aimn.com,https://www.aimn.eu/pages/privacy-policy,55765953085817,https://www.aimn.eu/products/peach-running-shorts,https://www.aimn.eu/en-es/pages/contact,"[""https://www.instagram.com/aimnsportswear/"",""https://www.youtube.com/@aimn_sportswear"",""https://www.tiktok.com/@aimnsportswear"",""https://www.facebook.com/privacy/policy/"",""https://policy.pinterest.com/en/privacy-policy"",""https://sv-se.facebook.com/privacy/policy/"",""https://help.instagram.com/478880589321969/"",""https://www.facebook.com/adpreferences/"",""https://help.pinterest.com/en/article/your-privacy-and-data-settings""]",pages_examined=5,100,100,100,qualified,,
site:myshopify.com/products running shorts,3,https://rbxactive.myshopify.com/products/flutter-running-short,rbxactive.myshopify.com,https://www.rbxactive.com/products/flutter-running-short,,rbxactive.com,,,,,,,[],"{""passwordProtected"":false,""textLength"":0,""queryTerms"":[""running"",""shorts""]}",35,80,53,rejected,inactive_store,
site:myshopify.com/products running shorts,4,https://saysky-us.myshopify.com/products/combat-rib-short-tights-4-purple-715-sw55002,saysky-us.myshopify.com,https://saysky-us.myshopify.com/collections/womens-running-short-tights,https://saysky.us/collections/womens-running-short-tights,saysky.us,Saysky.us,support@saysky.dk,https://saysky-us.myshopify.com/pages/privacy,8699214561470,https://saysky-us.myshopify.com/collections/womens-running-short-tights,https://saysky-us.myshopify.com/pages/saysky-customer-service,"[""https://www.instagram.com/explore/tags/saysky/"",""https://www.instagram.com/sayskycph/"",""https://www.youtube.com/c/SAYSKYCPH"",""https://www.instagram.com/jens_mergenthaler/"",""https://www.instagram.com/maxaachen/"",""https://www.instagram.com/runningfox26.2/"",""https://www.instagram.com/ian_is_running_1/"",""https://www.instagram.com/priscillavo/"",""https://www.instagram.com/marissa_damink/"",""https://www.instagram.com/lysannewilkens/"",""https://www.instagram.com/ignasbras/"",""https://www.instagram.com/running_with_jasper/"",""https://www.instagram.com/kateestlea/"",""https://www.instagram.com/callumdavidson22/"",""https://www.instagram.com/jamesheneghan/"",""https://www.instagram.com/chloe_hamard/"",""https://www.instagram.com/bubbleverv/"",""https://www.instagram.com/rounzer/"",""https://www.instagram.com/parcequejecours/"",""https://www.instagram.com/runwithlaurine/"",""https://www.instagram.com/flex_lrt/"",""https://www.instagram.com/bjarke.rasmussen.58/"",""https://www.instagram.com/johannalrsson/"",""https://www.instagram.com/runvictorun/"",""https://www.instagram.com/nicole__quilliam/"",""https://www.instagram.com/alexander.burks/"",""https://www.instagram.com/xcmora18/"",""https://www.instagram.com/charathoner/""]",pages_examined=5,100,80,94,qualified,,
site:myshopify.com/products running shorts,5,https://thrudark-uk.myshopify.com/products/force-trail-running-tight-shorts-obsidian-black,thrudark-uk.myshopify.com,https://www.thrudark.com/products/force-trail-running-tight-shorts-obsidian-black,https://www.thrudark.com/products/force-trail-running-tight-shorts-obsidian-black,thrudark.com,ThruDark,,,12345678910,https://www.thrudark.com/products/force-trail-running-tight-shorts-obsidian-black,https://www.thrudark.com/collections/mens-contact-sport-clothing,"[""https://www.instagram.com/thrudark/"",""https://www.facebook.com/thrudarkofficial/"",""https://twitter.com/thrudark/"",""https://www.youtube.com/channel/UC5UA4kCIVOd1CGjAb0AWlcQ"",""https://www.linkedin.com/company/thrudark"",""https://www.tiktok.com/@thrudarkofficial""]",pages_examined=5,100,100,88,qualified,,
site:myshopify.com/products running shorts,8,https://flyte-active.myshopify.com/products/mens-sprite-shorts-navy,flyte-active.myshopify.com,https://flyteactive.com/products/mens-sprite-shorts-navy,https://flyteactive.com/products/mens-sprite-shorts-navy,flyteactive.com,Mens Sprite Shorts (Navy),support@flyteactive.com,https://flyteactive.com/pages/contact,,,https://flyteactive.com/pages/contact,"[""https://www.instagram.com/flyteactive""]",pages_examined=5,100,100,93,qualified,,
site:myshopify.com/products running shorts,9,https://neverfuckingquit.myshopify.com/products/runn3r-reatree-apx-running-shorts,neverfuckingquit.myshopify.com,https://neverfuckingquit.myshopify.com/products/runn3r-reatree-apx-running-shorts,https://neverfuckingquit.com/products/runn3r-reatree-apx-running-shorts,neverfuckingquit.com,RUNN3R - Realtree APX®,suppor@neverfxckingquit.com,https://neverfuckingquit.myshopify.com/policies/privacy-policy,56071556923558,https://neverfuckingquit.myshopify.com/products/runn3r-reatree-apx-running-shorts,https://neverfuckingquit.myshopify.com/collections/contact-series,"[""https://www.facebook.com/sharer.php"",""https://twitter.com/share"",""https://pinterest.com/pin/create/button/"",""https://instagram.com/nfqofficial""]",pages_examined=5,100,100,100,qualified,,
site:myshopify.com/products outdoor overshirt,1,https://fearrington.myshopify.com/products/amundsen-sports-harvester-overshirt-in-true-navy,fearrington.myshopify.com,https://fearrington.com/products/amundsen-sports-harvester-overshirt-in-true-navy,https://fearrington.com/products/amundsen-sports-harvester-overshirt-in-true-navy,fearrington.com,Fearrington Village,pr@fearrington.com,https://fearrington.com/policies/privacy-policy,9195422121,https://fearrington.com/pages/about-us,,"[""https://www.facebook.com/Fearrington/"",""https://www.instagram.com/fearrington_house"",""https://www.pinterest.com/fearrington/"",""https://www.instagram.com/fearrington_house/"",""https://www.instagram.com/fearringtonvillage_shops/""]",pages_examined=5,100,40,78,qualified,,
site:myshopify.com/products outdoor overshirt,2,https://yardsstore.myshopify.com/products/hikerdelic-eric-mug-white,yardsstore.myshopify.com,https://www.yardsstore.com/collections/hikerdelic,https://www.yardsstore.com/collections/hikerdelic,yardsstore.com,Home,manchester@yardsstore.com,https://www.yardsstore.com/collections/hikerdelic,+4401618351211,https://www.yardsstore.com/collections/hikerdelic,https://www.yardsstore.com/pages/contact-us,"[""https://www.instagram.com/yards_store/"",""https://www.facebook.com/Yardsstore/"",""https://twitter.com/yardsstore"",""https://uk.pinterest.com/yardsstore/""]",pages_examined=5,100,80,94,qualified,,
site:myshopify.com/products outdoor overshirt,3,https://607a51.myshopify.com/products/cover-up-pull-over-shirt-with-pockets-fuchsia?variant=52927179194682,607a51.myshopify.com,https://607a51.myshopify.com/products/cover-up-pull-over-shirt-with-pockets-fuchsia?variant=52927179194682,https://www.coolibar.com/products/cover-up-pull-over-shirt-with-pockets-fuchsia,coolibar.com,,,,,,,[],"{""passwordProtected"":false,""textLength"":14002,""queryTerms"":[""outdoor"",""overshirt""]}",100,0,45,rejected,wrong_category,
site:myshopify.com/products outdoor overshirt,5,https://355634-12.myshopify.com/products/everyday-fanny-pack,355634-12.myshopify.com,https://vertx.com/products/everyday-fanny-pack,https://vertx.com/products/everyday-fanny-pack,vertx.com,,,,,,,[],"{""passwordProtected"":false,""textLength"":9305,""queryTerms"":[""outdoor"",""overshirt""]}",100,0,45,rejected,wrong_category,
site:myshopify.com/products outdoor overshirt,6,https://passenger-clothing-com.myshopify.com/products/hornbeam-hoodie?utm_campaign=276.+15%25+OFF+%282%29+%28KpnwHw%29&utm_medium=email&_ke=eyJrbF9lbWFpbCI6ICJnZW9yZ2VzbWVsbHlAZ21haWwuY29tIiwgImtsX2NvbXBhbnlfaWQiOiAiTXZidUtkIn0%3D&utm_source=Hasn%27t+opened+email+%285days%29+or+Purchased+%287+days%29,passenger-clothing-com.myshopify.com,https://www.passenger-clothing.com/collections/mens?_ke=eyJrbF9lbWFpbCI6ICJnZW9yZ2VzbWVsbHlAZ21haWwuY29tIiwgImtsX2NvbXBhbnlfaWQiOiAiTXZidUtkIn0%3D&utm_campaign=276.%2015%25%20OFF%20%282%29%20%28KpnwHw%29&utm_medium=email&utm_source=Hasn%27t%20opened%20email%20%285days%29%20or%20Purchased%20%287%20days%29,https://www.passenger-clothing.com/collections/mens,passenger-clothing.com,Primary Navigation,dpo@aphaia.co.uk,https://www.passenger-clothing.com/pages/privacy-policy,,,,"[""https://www.instagram.com/passengerclothing/"",""https://www.youtube.com/channel/UC1VCHQ9RnMAdtiSL3LlIc7A"",""https://www.tiktok.com/@passengerclothing"",""https://www.facebook.com/passengerclothing/""]",pages_examined=5,100,40,71,qualified,,
site:myshopify.com/products outdoor overshirt,7,https://wildbounds.myshopify.com/products/slapstick-trucker-bonnie-blue,wildbounds.myshopify.com,https://wildbounds.myshopify.com/products/slapstick-trucker-bonnie-blue,https://wildbounds.com/products/slapstick-trucker-bonnie-blue,wildbounds.com,WildBounds,support@wildbounds.com,https://wildbounds.myshopify.com/products/slapstick-trucker-bonnie-blue,+4408002118243,https://wildbounds.myshopify.com/products/slapstick-trucker-bonnie-blue,https://wildbounds.myshopify.com/pages/contact-us,"[""https://www.instagram.com/wildbounds/"",""https://www.facebook.com/WildBounds"",""https://twitter.com/WildBounds"",""https://www.youtube.com/c/WildBounds"",""https://twitter.com/mattymountains"",""https://twitter.com/indy_jols""]",pages_examined=5,100,80,94,qualified,,
site:myshopify.com/products outdoor overshirt,8,https://pittman-wc.myshopify.com/products/military-overshirt-army-green,pittman-wc.myshopify.com,https://pittman-wc.myshopify.com/products/military-overshirt-army-green,https://pittman-wc.myshopify.com/products/military-overshirt-army-green,pittman-wc.myshopify.com,pittman-wc,info@weatheredcoalition.com,https://pittman-wc.myshopify.com/products/military-overshirt-army-green,,,,"[""http://twitter.com/home"",""http://www.facebook.com/sharer.php"",""http://pinterest.com/pin/create/button/"",""https://instagram.com/weatheredcoalition"",""https://twitter.com/WeatheredCo"",""https://www.facebook.com/WeatheredCoalition/likes"",""https://www.pinterest.com/weatheredco/""]",pages_examined=3,100,40,65,qualified,,
site:myshopify.com/products outdoor overshirt,10,https://maharishi1.myshopify.com/products/8194-maha-irak-sweat-kimono-organic-cotton-sweat-olive-og-107f,maharishi1.myshopify.com,https://www.maharishistore.com/collections/outerwear,https://www.maharishistore.com/collections/outerwear,maharishistore.com,Maharishi,ecom@maharishistore.com,https://www.maharishistore.com/pages/contact,+4402070624197,https://www.maharishistore.com/pages/contact,https://www.maharishistore.com/pages/contact,"[""https://instagram.com/maharishi"",""https://facebook.com/maharishistore""]",pages_examined=5,100,40,82,qualified,,
site:myshopify.com/products boho maxi skirt,1,https://12th-tribe.myshopify.com/products/cammie-black-rhinestone-fringe-mini-skirt?utm_source=shopthelook,12th-tribe.myshopify.com,https://www.12thtribe.com/collections/skirts?utm_source=shopthelook,https://www.12thtribe.com/collections/skirts,12thtribe.com,12th Tribe,support@12thtribe.com,https://www.12thtribe.com/pages/privacy-policy,9000049,https://www.12thtribe.com/collections/skirts?utm_source=shopthelook,https://www.12thtribe.com/pages/contact-us-1,"[""https://www.tiktok.com/@shop12thtribe"",""https://www.pinterest.com/12thTribe/"",""https://www.instagram.com/shop12thtribe/"",""https://www.linkedin.com/company/12th-tribe/"",""https://www.facebook.com/12thtribeshop"",""https://www.youtube.com/@shop12thtribe"",""https://www.facebook.com/settings/""]",pages_examined=5; duplicate_results=1,100,80,94,qualified,,
